county,state2,avg_zip_match_by_county,avg_in_urban_by_county,avg_parcels_prop_by_county,prop_count,avg_area_acres
lake-of-the-woods,MN,0.424,0.0,2.598,565555,1215.848
le-sueur,MN,0.804,0.121,1.633,552096,455.52
lincoln,MN,0.65,0.0,2.065,284112,297.034
lyon,MN,0.64,0.374,1.78,84419,142.427
mahnomen,MN,0.427,0.0,2.21,582821,504.835
marshall,MN,0.526,0.0,2.48,1305083,505.37
martin,MN,0.773,0.321,1.86,271141,286.716
mcleod,MN,0.864,0.478,1.512,454921,453.574
meeker,MN,0.463,0.209,1.504,248728,368.518
mille-lacs,MN,0.611,0.123,1.553,410928,394.339
morrison,MN,0.695,0.193,1.95,381840,260.558
mower,MN,0.851,0.548,1.667,302616,233.06
murray,MN,0.59,0.0,2.093,101866,138.68
nicollet,MN,0.751,0.588,1.472,173957,306.057
nobles,MN,0.774,0.409,1.987,242241,225.153
norman,MN,0.553,0.0,2.374,201553,416.946
olmsted,MN,0.908,0.779,1.378,606272,83.036
otter-tail,MN,0.533,0.107,1.84,554744,100.354
pennington,MN,0.721,0.489,1.787,86923,217.935
pine,MN,0.514,0.0,1.695,1513834,584.608
pipestone,MN,0.765,0.0,2.039,98674,125.716
polk,MN,0.703,0.355,2.284,475957,165.582
pope,MN,0.531,0.268,1.889,146629,250.689
ramsey,MN,0.909,1.0,1.174,1538469,30.132
red-lake,MN,0.626,0.0,1.926,184019,455.683
redwood,MN,0.723,0.223,2.142,321233,331.818
renville,MN,0.631,0.0,2.037,254572,325.459
rice,MN,0.885,0.545,1.418,479997,402.185
rock,MN,0.732,0.394,2.02,126298,333.662
roseau,MN,0.703,0.0,2.306,148725,353.795
scott,MN,0.911,0.791,1.239,727736,247.754
sherburne,MN,0.853,0.432,1.273,433819,129.599
sibley,MN,0.763,0.0,1.937,145847,239.419
st-louis,MN,0.407,0.411,1.963,15134035,694.335
stearns,MN,0.854,0.51,1.435,696191,245.807
steele,MN,0.881,0.632,1.546,206723,240.804
stevens,MN,0.726,0.36,2.208,290157,385.642
swift,MN,0.672,0.0,2.171,153403,302.384
todd,MN,0.614,0.011,1.866,1093205,448.133
traverse,MN,0.019,0.0,1.505,6730,158.265
wabasha,MN,0.741,0.19,1.771,205365,165.682
wadena,MN,0.655,0.2,1.696,384139,335.658
waseca,MN,0.821,0.402,1.677,188265,335.173
washington,MN,0.93,0.83,1.278,1729193,289.473
watonwan,MN,0.747,0.0,1.811,103558,170.07
wilkin,MN,0.579,0.328,2.303,84022,181.388
winona,MN,0.884,0.506,1.602,371311,305.555
wright,MN,0.841,0.554,1.399,843891,20.797
yellow-medicine,MN,0.655,0.0,1.975,79706,105.383
adair,MO,0.79,0.478,2.056,123172,68.294
andrew,MO,0.774,0.323,1.62,70951,385.9
atchison,MO,0.676,0.0,2.383,152762,234.662
audrain,MO,0.0,0.377,1.199,15322,63.914
barry,MO,0.611,0.109,1.557,108729,195.702
barton,MO,0.771,0.0,1.891,92512,268.08
bates,MO,0.727,0.0,1.947,112000,228.738
benton,MO,0.446,0.0,1.999,215311,332.998
bollinger,MO,0.613,0.0,2.222,110376,522.313
boone,MO,0.862,0.659,1.563,460396,100.991
buchanan,MO,0.0,0.804,1.144,39975,14.93
butler,MO,0.0,0.381,1.248,28327,116.31
caldwell,MO,0.485,0.0,1.897,23994,95.687
callaway,MO,0.751,0.261,1.606,154283,173.656
camden,MO,0.391,0.406,1.717,330241,65.7
cape-girardeau,MO,0.78,0.575,1.49,125318,52.361
carroll,MO,0.675,0.0,2.359,67699,250.613
carter,MO,0.536,0.0,2.199,79013,818.791
cass,MO,0.878,0.634,1.414,1470625,16.325
cedar,MO,0.716,0.0,1.874,50798,137.2
chariton,MO,0.547,0.0,2.633,60849,157.504
christian,MO,0.845,0.507,1.338,198529,237.999
clark,MO,0.58,0.0,2.249,100685,297.793
clay,MO,0.916,0.891,1.281,1332120,67.124
clinton,MO,0.767,0.176,1.432,55276,87.304
cole,MO,0.88,0.633,1.498,250999,48.922
cooper,MO,0.786,0.352,1.856,64892,226.383
crawford,MO,0.629,0.042,1.771,75110,117.828
dade,MO,0.664,0.0,2.038,39894,218.037
dallas,MO,0.704,0.0,1.883,89519,391.845
daviess,MO,0.524,0.0,1.989,74384,223.81
dekalb,MO,0.729,0.105,1.867,54875,238.466
dent,MO,0.72,0.246,1.954,89793,1578.469
douglas,MO,0.681,0.0,2.183,49071,414.058
dunklin,MO,0.762,0.275,2.122,239109,155.919
franklin,MO,0.797,0.366,1.811,639639,84.142
gasconade,MO,0.631,0.0,1.908,64338,173.413
gentry,MO,0.679,0.0,2.286,54863,237.777
greene,MO,0.84,0.805,1.482,1280122,33.15
grundy,MO,0.707,0.416,2.061,47035,120.843
harrison,MO,0.612,0.0,2.415,113704,234.714
henry,MO,0.764,0.291,1.747,115640,592.792
hickory,MO,0.49,0.0,1.683,63348,460.32
holt,MO,0.53,0.0,2.456,166343,319.245
howard,MO,0.706,0.0,2.189,91655,534.898
howell,MO,0.814,0.23,1.638,125421,209.739
iron,MO,0.529,0.0,2.29,131961,744.909
jackson,MO,0.826,0.939,1.515,8251156,17.122
jasper,MO,0.803,0.719,1.607,457818,16.889
jefferson,MO,0.859,0.596,1.328,792205,46.498
johnson,MO,0.801,0.299,1.698,124267,154.454
knox,MO,0.531,0.0,2.529,36471,235.511
laclede,MO,0.818,0.325,1.735,92410,133.491
lafayette,MO,0.0,0.239,1.909,94888,52.717
lawrence,MO,0.8,0.26,1.568,96536,138.305
lewis,MO,0.681,0.0,2.105,69143,178.474
lincoln,MO,0.825,0.219,1.504,161357,53.085
linn,MO,0.706,0.264,1.678,107353,127.048
livingston,MO,0.748,0.491,1.901,99560,330.263
macon,MO,0.698,0.257,2.025,80639,210.079
madison,MO,0.642,0.244,2.029,44205,339.026
maries,MO,0.653,0.0,2.105,43201,140.042
marion,MO,0.838,0.533,1.809,138188,121.998
mcdonald,MO,0.0,0.003,1.412,16605,69.73
mercer,MO,0.0,0.0,1.678,5903,190.014
miller,MO,0.626,0.195,1.898,164317,169.133
mississippi,MO,0.766,0.0,2.108,61765,115.451
moniteau,MO,0.798,0.0,1.816,74574,396.711
monroe,MO,0.6,0.0,1.969,42898,224.642
montgomery,MO,0.592,0.0,1.923,82954,169.219
morgan,MO,0.415,0.0,1.828,156912,193.314
new-madrid,MO,0.638,0.075,2.494,944629,34.896
newton,MO,0.82,0.329,1.562,177638,125.651
nodaway,MO,0.749,0.336,1.788,90607,61.222
oregon,MO,0.654,0.0,2.323,68896,1591.869
osage,MO,0.692,0.0,1.876,34095,99.484
ozark,MO,0.443,0.0,1.299,29140,501.654
pemiscot,MO,0.537,0.19,1.97,135351,253.445
perry,MO,0.0,0.284,1.267,14162,75.127
pettis,MO,0.808,0.549,1.772,147424,31.808
phelps,MO,0.776,0.311,1.684,196432,306.194
pike,MO,0.612,0.0,1.791,71896,134.915
platte,MO,0.405,0.779,1.188,322135,62.987
polk,MO,0.784,0.224,1.774,87456,56.621
pulaski,MO,0.777,0.343,1.494,111909,178.321
putnam,MO,0.49,0.0,2.114,25614,166.096
ralls,MO,0.664,0.02,1.738,52173,148.385
randolph,MO,0.785,0.435,1.841,125203,157.777
ray,MO,0.777,0.205,1.697,90465,194.383
reynolds,MO,0.424,0.0,2.874,262458,945.976
ripley,MO,0.646,0.0,1.91,57917,1374.662
saline,MO,0.774,0.421,1.989,108644,251.775
schuyler,MO,0.661,0.0,2.143,27902,235.378
scotland,MO,0.635,0.0,2.396,27939,159.97
scott,MO,0.0,0.477,1.237,23501,31.211
shannon,MO,0.588,0.0,2.477,222211,1078.325
shelby,MO,0.651,0.0,1.987,28513,112.843
st-charles,MO,0.913,0.918,1.264,1912111,32.368
st-clair,MO,0.533,0.0,1.792,89912,573.467
st-francois,MO,0.626,0.336,1.461,223491,30.321
st-louis,MO,0.726,1.0,1.573,1959772,9.46
st-louis-county,MO,0.897,0.983,1.257,11604423,6.235
ste-genevieve,MO,0.663,0.153,1.97,96118,276.581
stoddard,MO,0.764,0.266,1.61,73522,128.033
stone,MO,0.48,0.207,1.578,178272,220.911
sullivan,MO,0.563,0.0,2.314,58325,455.807
taney,MO,0.515,0.539,1.827,369536,168.881
texas,MO,0.682,0.007,2.01,118828,648.743
vernon,MO,0.76,0.315,1.989,122010,272.386
warren,MO,0.668,0.156,1.569,99465,118.978
washington,MO,0.414,0.0,1.701,94072,226.513
wayne,MO,0.496,0.0,1.971,98824,652.118
webster,MO,0.822,0.159,1.656,96097,61.202
worth,MO,0.558,0.0,2.534,29073,150.657
wright,MO,0.739,0.206,2.037,85029,103.303
adams,ND,0.437,0.0,4.409,19738,506.919
barnes,ND,0.257,0.026,2.316,55771,254.727
benson,ND,0.225,0.0,4.19,208006,102.561
billings,ND,0.261,0.0,2.664,15638,1021.325
bottineau,ND,0.115,0.0,1.694,181187,211.001
bowman,ND,0.466,0.0,5.451,47212,548.34
burke,ND,0.409,0.0,4.227,102095,177.273
burleigh,ND,0.84,0.654,1.545,235327,158.299
cass,ND,0.881,0.81,1.534,1067359,87.912
cavalier,ND,0.0,0.0,1.536,15187,170.283
dickey,ND,0.249,0.0,2.78,236957,100.609
divide,ND,0.401,0.0,4.364,64992,289.617
dunn,ND,0.095,0.0,1.635,69875,917.6
eddy,ND,0.465,0.0,3.115,19543,328.45
emmons,ND,0.512,0.0,4.018,83321,240.272
foster,ND,0.489,0.0,3.932,24618,354.535
golden-valley,ND,0.528,0.0,3.392,28668,578.496
grand-forks,ND,0.783,0.646,1.713,358404,138.551
grant,ND,0.194,0.0,3.459,73155,463.086
griggs,ND,0.266,0.0,2.64,17957,296.807
hettinger,ND,0.153,0.0,2.388,35465,329.06
kidder,ND,0.334,0.0,5.778,41923,477.38
lamoure,ND,0.473,0.0,3.198,93905,136.99
logan,ND,0.143,0.0,2.641,65447,377.855
mchenry,ND,0.484,0.0,3.994,218634,137.467
mcintosh,ND,0.14,0.0,2.747,51284,283.313
mckenzie,ND,0.477,0.239,2.962,179892,2682.609
mclean,ND,0.432,0.0,2.81,138062,406.388
mercer,ND,0.407,0.0,2.948,31047,619.027
morton,ND,0.767,0.546,1.967,178587,258.626
mountrail,ND,0.47,0.0,3.914,189040,1672.626
nelson,ND,0.328,0.0,3.786,34493,301.456
oliver,ND,0.331,0.0,5.076,52902,281.206
pembina,ND,0.473,0.0,2.853,161355,203.155
pierce,ND,0.353,0.0,4.088,67482,303.083
ramsey,ND,0.586,0.349,2.952,172375,153.912
ransom,ND,0.478,0.0,3.766,50922,672.414
renville,ND,0.451,0.0,4.149,63918,370.181
richland,ND,0.691,0.272,2.496,133862,184.079
rolette,ND,0.076,0.0,1.484,68629,264.96
sargent,ND,0.421,0.0,2.194,46087,199.237
sheridan,ND,0.298,0.0,4.666,61480,556.97
sioux,ND,0.022,0.0,1.251,36376,617.026
slope,ND,0.243,0.0,4.3,20220,677.057
stark,ND,0.769,0.591,2.284,137277,163.362
steele,ND,0.338,0.0,2.872,133331,88.922
stutsman,ND,0.48,0.342,2.221,163653,192.678
towner,ND,0.318,0.0,4.799,32396,347.537
traill,ND,0.645,0.0,2.764,122234,148.057
walsh,ND,0.49,0.0,3.045,147175,149.887
ward,ND,0.768,0.662,2.072,384634,141.333
wells,ND,0.267,0.0,3.391,86084,205.083
williams,ND,0.7,0.5,3.119,1118053,174.257
adams,NE,0.835,0.7,1.706,538287,100.854
antelope,NE,0.531,0.0,2.161,54406,126.153
arthur,NE,0.39,0.0,4.277,58423,704.684
banner,NE,,0.0,3.652,217707,249.628
blaine,NE,0.349,0.0,4.898,98559,723.34
boone,NE,0.557,0.0,2.067,75419,240.639
box-butte,NE,0.696,0.627,1.909,79665,230.228
boyd,NE,0.306,0.0,2.172,94287,472.176
brown,NE,0.622,0.0,3.243,236268,522.529
buffalo,NE,0.714,0.559,1.576,363414,138.475
burt,NE,0.549,0.0,1.79,138381,241.326
butler,NE,0.443,0.0,1.736,217629,90.587
cass,NE,0.781,0.187,1.755,440710,148.351
cedar,NE,0.536,0.0,2.086,86628,279.473
chase,NE,0.651,0.0,2.89,98083,251.82
cherry,NE,0.405,0.0,4.214,834094,932.784
cheyenne,NE,0.577,0.454,1.961,204660,410.661
clay,NE,0.559,0.0,2.141,162228,191.566
colfax,NE,0.643,0.361,2.091,78971,184.427
cuming,NE,0.519,0.0,1.903,53416,127.324
custer,NE,0.577,0.0,2.825,368887,467.747
dakota,NE,0.698,0.646,1.69,58742,169.964
dawes,NE,0.644,0.379,2.361,228036,605.741
dawson,NE,0.745,0.267,1.84,184597,228.24
deuel,NE,0.491,0.0,1.982,118322,310.985
dixon,NE,0.58,0.0,2.158,40656,302.106
dodge,NE,,0.589,1.694,399856,88.486
douglas,NE,0.908,0.943,1.376,2902625,23.045
dundy,NE,0.522,0.0,3.4,130970,459.666
fillmore,NE,0.42,0.0,2.01,95289,155.35
franklin,NE,0.51,0.0,2.915,124359,278.975
frontier,NE,,0.0,2.902,66786,219.131
furnas,NE,0.532,0.0,2.512,172651,351.157
gage,NE,0.725,0.441,1.876,125596,109.231
garden,NE,0.383,0.0,3.042,324939,1070.63
garfield,NE,,0.0,2.472,184179,310.34
gosper,NE,0.416,0.0,1.978,45979,332.226
grant,NE,0.615,0.0,5.457,83304,1132.811
greeley,NE,0.617,0.0,2.721,185462,196.698
hall,NE,0.0,0.732,1.199,31329,33.683
hamilton,NE,0.674,0.0,1.831,103549,163.632
harlan,NE,0.429,0.0,1.916,63642,402.893
hayes,NE,0.426,0.0,3.436,155913,456.103
hitchcock,NE,0.551,0.0,2.362,167433,397.499
holt,NE,0.571,0.0,2.513,472271,420.417
hooker,NE,0.253,0.0,3.842,64081,1000.625
howard,NE,0.605,0.0,1.917,76682,313.005
jefferson,NE,0.538,0.31,1.778,55258,281.985
johnson,NE,0.482,0.0,1.842,102474,117.977
kearney,NE,0.673,0.0,1.873,91164,158.441
keith,NE,0.535,0.352,2.059,381241,276.417
keya-paha,NE,0.371,0.0,3.926,17313,644.623
kimball,NE,0.588,0.0,2.328,350490,224.155
knox,NE,,0.0,2.385,305248,374.237
lancaster,NE,0.862,0.846,1.363,901800,38.578
lincoln,NE,0.757,0.549,1.837,266674,207.616
logan,NE,0.663,0.0,3.328,50665,691.542
loup,NE,0.321,0.0,2.647,18637,1412.915
madison,NE,0.731,0.632,1.637,447744,90.667
mcpherson,NE,0.436,0.0,5.957,94105,537.638
merrick,NE,0.654,0.0,1.739,94676,280.39
morrill,NE,0.615,0.0,3.314,301735,482.708
nance,NE,0.553,0.0,2.293,85834,175.566
nemaha,NE,0.617,0.0,1.894,51088,131.841
nuckolls,NE,0.547,0.0,2.219,115228,270.563
otoe,NE,,0.31,1.874,221623,156.198
pawnee,NE,0.41,0.0,2.159,59136,165.461
perkins,NE,0.0,0.0,1.406,5219,293.68
phelps,NE,0.71,0.501,2.017,144429,213.996
pierce,NE,0.737,0.0,1.917,101840,352.935
platte,NE,0.79,0.613,1.694,155428,122.356
polk,NE,0.641,0.0,2.124,47632,183.844
red-willow,NE,0.706,0.582,1.94,131114,311.458
richardson,NE,0.631,0.354,2.431,256560,109.467
rock,NE,0.524,0.0,3.496,185369,502.655
saline,NE,0.715,0.284,2.115,160282,84.192
sarpy,NE,0.905,0.887,1.294,479850,31.679
saunders,NE,,0.144,1.755,174215,126.731
scotts-bluff,NE,0.827,0.619,1.813,508966,124.5
seward,NE,0.769,0.323,1.694,105689,117.478
sheridan,NE,0.611,0.0,3.456,360580,492.981
sherman,NE,0.472,0.0,2.242,166417,62.503
sioux,NE,0.407,0.0,4.524,221346,690.35
stanton,NE,0.61,0.16,2.012,194131,164.001
thayer,NE,,0.0,2.124,201036,121.32
thomas,NE,0.261,0.0,2.397,56887,641.722
thurston,NE,0.386,0.0,1.781,45349,130.944
valley,NE,0.606,0.0,2.15,107134,184.272
washington,NE,0.74,0.316,1.595,135210,177.823
wayne,NE,0.634,0.372,1.763,69310,171.176
webster,NE,,0.0,2.128,47622,167.596
wheeler,NE,0.414,0.0,2.757,92115,149.409
york,NE,0.769,0.471,1.972,156173,181.125
adams,OH,0.675,0.0,1.908,104546,168.42
allen,OH,0.848,0.642,1.657,552307,22.595
ashland,OH,0.454,0.307,1.64,81455,42.678
ashtabula,OH,0.0,0.398,1.425,74576,17.583
athens,OH,0.668,0.301,2.306,394029,118.141
auglaize,OH,0.872,0.571,1.764,132370,42.88
belmont,OH,0.738,0.366,2.478,2844743,44.821
brown,OH,0.0,0.026,1.424,35778,22.121
butler,OH,0.895,0.879,1.502,3678990,7.214
carroll,OH,0.634,0.0,2.18,229456,38.72
champaign,OH,0.764,0.253,1.843,97715,62.486
clark,OH,0.773,0.717,1.497,572412,16.553
clermont,OH,0.864,0.692,1.437,2182523,33.179
clinton,OH,0.822,0.24,1.89,194934,38.69
columbiana,OH,0.588,0.435,1.814,327710,26.192
coshocton,OH,0.0,0.286,1.514,31314,88.297
crawford,OH,0.842,0.602,2.164,255902,65.367
cuyahoga,OH,0.851,0.992,1.359,8679017,75.139
darke,OH,0.865,0.246,1.803,200008,29.917
defiance,OH,0.852,0.415,1.882,118832,25.468
delaware,OH,0.856,0.695,3.165,153567556,12.947
erie,OH,0.805,0.667,1.583,1296093,38.381
fairfield,OH,0.892,0.606,1.419,1777929,8.011
fayette,OH,0.784,0.455,1.866,194236,51.095
franklin,OH,0.805,0.976,1.442,15917999,5.71
fulton,OH,0.873,0.142,1.625,112052,112.726
gallia,OH,0.666,0.163,2.341,131756,306.396
geauga,OH,0.874,0.217,1.504,719086,36.454
greene,OH,0.885,0.755,1.452,1214711,16.031
guernsey,OH,0.665,0.274,2.344,224749,85.981
hamilton,OH,0.791,0.961,3.481,336589228,11.765
hancock,OH,0.001,0.559,1.266,40061,22.588
hardin,OH,0.542,0.36,1.56,174336,82.213
harrison,OH,0.0,0.0,1.601,19699,118.863
henry,OH,0.801,0.252,1.784,123910,47.058
highland,OH,0.765,0.223,1.994,162534,72.003
hocking,OH,0.593,0.197,1.833,242075,112.892
holmes,OH,0.776,0.0,2.383,128691,179.063
huron,OH,0.863,0.421,2.079,184018,50.165
jackson,OH,0.688,0.299,1.639,34089,109.404
jefferson,OH,0.7,0.52,2.14,965029,27.883
knox,OH,0.675,0.195,2.933,11689035,14.917
lake,OH,0.894,0.917,1.331,735046,21.377
lawrence,OH,0.735,0.51,2.3,511028,295.211
licking,OH,0.854,0.606,1.637,2357501,6.207
logan,OH,0.735,0.439,2.002,594340,43.171
lorain,OH,0.882,0.839,1.606,1798736,26.543
lucas,OH,0.856,0.932,1.523,3738818,22.059
madison,OH,0.858,0.332,1.792,723445,47.096
mahoning,OH,0.79,0.82,1.772,3007421,7.844
marion,OH,0.941,0.621,1.643,390313,457.444
medina,OH,0.89,0.619,1.861,622755,45.715
meigs,OH,0.0,0.104,2.051,113837,55.017
mercer,OH,0.843,0.249,1.738,100013,44.216
miami,OH,0.873,0.636,1.414,325452,14.286
monroe,OH,0.0,0.014,1.637,36370,364.132
montgomery,OH,0.708,0.934,1.354,4482767,7.77
morgan,OH,0.619,0.0,2.685,492102,143.019
morrow,OH,0.728,0.0,1.929,122444,46.332
muskingum,OH,0.846,0.418,2.022,500718,75.278
noble,OH,0.322,0.0,1.875,185390,111.378
ottawa,OH,0.498,0.487,1.901,253628,84.942
paulding,OH,0.0,0.0,1.501,17924,32.805
perry,OH,0.008,0.18,2.25,506934,225.611
pickaway,OH,0.78,0.345,1.616,266663,63.792
pike,OH,0.653,0.154,2.217,251477,128.33
portage,OH,0.904,0.563,2.069,852197,153.441
preble,OH,0.709,0.221,2.128,215675,63.66
putnam,OH,0.326,0.138,2.201,215787,53.42
richland,OH,0.727,0.619,1.817,562376,23.132
ross,OH,0.857,0.335,1.835,255131,312.609
sandusky,OH,0.872,0.524,1.574,196570,94.819
scioto,OH,0.782,0.374,2.295,818956,117.463
seneca,OH,0.826,0.489,2.563,418234,53.745
shelby,OH,0.852,0.357,1.992,171473,73.004
stark,OH,0.863,0.828,1.615,8354416,18.086
summit,OH,0.867,0.955,1.453,3377202,634.135
trumbull,OH,0.8,0.688,1.847,1962984,32.065
tuscarawas,OH,0.827,0.438,1.904,525067,54.514
union,OH,0.844,0.474,1.549,366340,40.184
van-wert,OH,0.806,0.412,1.765,94686,53.707
vinton,OH,0.567,0.046,2.062,123882,255.058
warren,OH,0.878,0.801,1.356,1234913,13.925
washington,OH,0.755,0.349,2.602,572558,310.757
wayne,OH,0.88,0.423,1.652,356087,84.707
williams,OH,0.831,0.218,1.918,140041,47.72
wood,OH,0.627,0.58,1.975,1640590,14.592
wyandot,OH,0.798,0.238,2.305,108147,240.587
aurora,SD,0.43,0.0,2.501,49144,202.819
beadle,SD,0.631,0.529,2.146,143878,227.433
bennett,SD,0.215,0.0,2.04,44058,635.35
bon-homme,SD,0.538,0.0,2.405,215991,223.142
brookings,SD,0.504,0.455,1.544,158358,184.597
brown,SD,0.761,0.541,1.976,246900,276.07
brule,SD,0.414,0.0,3.383,152412,348.685
buffalo,SD,0.066,0.0,2.407,14387,856.175
butte,SD,0.497,0.33,2.023,59767,948.608
campbell,SD,0.278,0.0,2.94,111241,349.532
charles-mix,SD,0.312,0.0,2.173,412105,416.695
clark,SD,0.453,0.0,2.849,133245,368.516
clay,SD,0.716,0.518,2.117,125878,168.976
codington,SD,0.738,0.522,1.694,266615,186.062
corson,SD,0.199,0.0,1.747,24561,789.141
custer,SD,0.279,0.0,2.009,181173,3336.594
davison,SD,0.768,0.677,1.694,59544,85.754
day,SD,0.45,0.0,2.869,206528,375.724
deuel,SD,0.41,0.0,1.91,115022,207.456
dewey,SD,0.075,0.0,1.628,57880,591.107
douglas,SD,0.523,0.0,2.42,37312,170.0
edmunds,SD,0.476,0.0,3.685,268089,157.306
fall-river,SD,0.0,0.0,2.072,11403,4279.357
faulk,SD,0.169,0.0,2.39,42157,499.378
grant,SD,0.619,0.0,2.325,97108,173.173
gregory,SD,0.489,0.0,2.751,125719,380.589
haakon,SD,0.0,0.0,4.721,10562,3022.26
hamlin,SD,0.44,0.0,1.97,122332,339.682
hand,SD,0.342,0.0,3.383,92223,453.991
hanson,SD,0.442,0.0,1.875,17489,247.611
harding,SD,0.113,0.0,2.988,44159,1113.252
hughes,SD,0.619,0.47,1.694,126459,374.412
hutchinson,SD,0.372,0.0,2.053,72395,161.461
hyde,SD,0.542,0.0,5.438,32795,679.919
jackson,SD,0.068,0.0,1.535,22684,591.351
jerauld,SD,0.511,0.0,3.135,24124,278.312
jones,SD,0.256,0.0,2.817,15994,2359.945
kingsbury,SD,0.462,0.0,2.256,154007,315.998
lake,SD,0.64,0.354,2.051,142052,211.55
lawrence,SD,0.631,0.459,1.741,266484,497.229
lincoln,SD,0.871,0.649,1.376,413838,96.692
lyman,SD,0.205,0.0,5.466,1509891,507.414
marshall,SD,0.318,0.0,2.625,191436,381.768
mccook,SD,0.64,0.0,2.219,104885,247.199
mcpherson,SD,0.417,0.0,4.396,99144,334.78
meade,SD,0.739,0.467,1.855,91558,646.106
mellette,SD,0.102,0.0,2.529,68673,421.512
miner,SD,0.391,0.0,2.409,72240,288.486
minnehaha,SD,0.888,0.795,1.336,618396,80.212
moody,SD,0.422,0.0,1.764,41600,165.088
oglala-lakota,SD,0.339,0.0,3.852,15962,472.257
pennington,SD,0.822,0.715,1.631,296554,1358.099
perkins,SD,0.0,0.0,4.319,15924,3391.141
potter,SD,0.331,0.0,3.04,44673,372.539
roberts,SD,0.412,0.0,2.474,199249,344.122
sanborn,SD,0.391,0.0,2.538,99718,172.617
spink,SD,0.507,0.0,3.131,125766,311.18
stanley,SD,0.264,0.287,3.315,289179,1004.708
sully,SD,0.303,0.0,3.717,171083,489.164
todd,SD,0.361,0.0,4.494,25991,8852.239
tripp,SD,0.397,0.0,2.628,70642,316.243
turner,SD,0.597,0.0,2.029,183217,124.835
union,SD,0.56,0.312,1.729,207906,72.268
walworth,SD,0.584,0.0,2.673,77271,212.838
yankton,SD,0.442,0.455,1.484,212554,111.229
ziebach,SD,0.053,0.0,2.011,52992,990.969
adams,WI,0.363,0.0,1.824,1575124,461.356
ashland,WI,0.568,0.265,2.546,847661,1453.936
barron,WI,0.594,0.138,2.097,839924,262.235
bayfield,WI,0.395,0.0,2.363,1339826,1807.736
brown,WI,0.895,0.779,1.353,1069518,202.708
buffalo,WI,0.703,0.0,3.805,885687,379.43
burnett,WI,0.366,0.0,1.989,1460051,785.139
calumet,WI,0.838,0.417,1.495,592798,443.636
chippewa,WI,0.723,0.294,1.942,1099595,278.859
clark,WI,0.712,0.0,2.542,523657,346.959
columbia,WI,0.781,0.245,1.884,1208350,410.353
crawford,WI,0.625,0.239,2.97,1214224,396.154
dane,WI,0.91,0.803,1.444,1518277,68.292
dodge,WI,0.763,0.385,1.628,653060,389.948
door,WI,0.418,0.15,1.693,897351,424.404
douglas,WI,0.679,0.394,2.529,3703023,524.361
dunn,WI,0.788,0.205,2.467,1003793,324.799
eau-claire,WI,0.869,0.667,1.676,685866,227.813
florence,WI,0.353,0.0,2.266,1058706,863.25
fond-du-lac,WI,0.753,0.488,1.652,2229968,400.077
forest,WI,0.361,0.0,2.364,695938,1616.214
grant,WI,0.802,0.121,2.783,722660,269.404
green,WI,0.832,0.235,1.985,391898,271.32
green-lake,WI,0.658,0.174,2.0,1216267,515.37
iowa,WI,0.71,0.151,2.937,2032374,488.646
iron,WI,0.357,0.15,2.388,1526688,576.768
jackson,WI,0.598,0.139,2.806,1828311,522.154
jefferson,WI,0.856,0.471,1.601,1166228,453.62
juneau,WI,0.511,0.0,2.031,1042871,455.574
kenosha,WI,0.83,0.829,1.378,1426282,383.802
kewaunee,WI,0.809,0.0,1.943,323308,450.379
la-crosse,WI,0.91,0.743,1.902,1382551,308.386
lafayette,WI,0.756,0.0,3.116,305025,398.978
langlade,WI,0.5,0.217,2.34,2341312,675.371
lincoln,WI,0.633,0.187,1.957,556495,478.468
manitowoc,WI,0.856,0.501,1.689,742901,400.268
marathon,WI,0.861,0.478,1.741,1254487,316.601
marinette,WI,0.504,0.185,2.076,3592837,661.661
marquette,WI,0.506,0.0,2.032,827906,499.859
menominee,WI,0.134,0.0,1.269,8632,15.529
milwaukee,WI,0.846,0.995,1.264,6582906,8.0
monroe,WI,0.775,0.321,2.507,952257,248.262
oconto,WI,0.572,0.0,1.764,1422608,497.361
oneida,WI,0.432,0.109,1.99,4285144,549.569
outagamie,WI,0.869,0.7,1.424,726060,208.842
ozaukee,WI,0.91,0.71,1.294,312770,120.623
pepin,WI,0.731,0.0,2.751,226053,420.807
pierce,WI,0.757,0.169,1.843,304369,250.659
polk,WI,0.65,0.0,2.019,1834239,606.431
portage,WI,0.82,0.49,1.898,2201783,464.574
price,WI,0.468,0.0,2.442,459758,1064.989
racine,WI,0.852,0.812,1.291,722146,247.842
richland,WI,0.681,0.183,2.711,753682,401.573
rock,WI,0.888,0.76,1.414,614664,189.407
rusk,WI,0.484,0.0,2.92,563568,522.703
sauk,WI,0.736,0.442,2.027,1845248,445.094
sawyer,WI,0.336,0.0,2.385,4027352,842.131
shawano,WI,0.686,0.265,2.146,893049,452.147
sheboygan,WI,0.792,0.641,1.497,1465320,371.046
st-croix,WI,0.866,0.333,1.62,770683,420.046
taylor,WI,0.673,0.13,2.74,735526,1499.833
trempealeau,WI,0.712,0.0,2.727,841563,402.641
vernon,WI,0.689,0.093,2.628,407799,244.469
vilas,WI,0.307,0.0,1.787,2199141,641.75
walworth,WI,0.621,0.549,1.46,871354,397.395
washburn,WI,0.459,0.0,2.415,750977,1715.033
washington,WI,0.88,0.568,1.291,1198071,405.114
waukesha,WI,0.896,0.818,1.152,916941,161.172
waupaca,WI,0.725,0.272,1.896,413451,311.832
