county,state2,avg_zip_match_by_county,avg_in_urban_by_county,avg_parcels_prop_by_county,prop_count,avg_area_acres
haskell,TX,0.424,0.0,2.355,66164,655.248
hays,TX,0.749,0.518,1.425,19259441,5.039
hemphill,TX,0.505,0.0,2.664,73496,607.685
henderson,TX,0.44,0.329,1.871,893943,69.586
hidalgo,TX,0.776,0.878,1.493,2385632,90.094
hill,TX,0.512,0.111,1.839,377291,92.408
hockley,TX,0.6,0.427,1.683,180265,158.593
hood,TX,0.683,0.542,1.606,615745,57.559
hopkins,TX,0.679,0.29,1.706,167340,166.589
houston,TX,0.486,0.165,2.233,428820,385.234
howard,TX,0.683,0.71,1.71,261422,170.056
hudspeth,TX,0.097,0.0,1.921,1439638,636.699
hunt,TX,0.687,0.252,1.62,1685101,14.069
hutchinson,TX,0.594,0.461,1.824,553846,103.221
irion,TX,0.301,0.0,2.878,35256,7142.911
jack,TX,0.463,0.0,2.456,105718,338.404
jackson,TX,0.479,0.202,1.836,432955,78.549
jasper,TX,0.416,0.14,1.552,633198,808.631
jeff-davis,TX,0.193,0.0,2.425,78666,2649.529
jefferson,TX,0.742,0.86,1.552,929123,214.653
jim-hogg,TX,0.496,0.0,1.548,32005,733.756
jim-wells,TX,0.641,0.372,1.87,196492,86.707
johnson,TX,0.761,0.436,1.469,10408590,3.941
jones,TX,0.375,0.0,2.254,201294,159.366
karnes,TX,0.436,0.0,2.074,102015,115.287
kaufman,TX,0.793,0.508,1.485,10117104,7.58
kendall,TX,0.738,0.317,1.555,303479,86.183
kenedy,TX,0.369,0.0,2.658,5997,4223.682
kent,TX,0.257,0.0,3.956,28683,1481.448
kerr,TX,0.68,0.484,1.771,271547,186.168
kimble,TX,0.381,0.0,2.62,84307,188.079
king,TX,0.157,0.0,6.566,34998,6141.916
kinney,TX,0.253,0.0,2.648,92024,846.043
kleberg,TX,0.719,0.685,1.634,182396,963.612
knox,TX,0.325,0.0,1.961,56838,665.93
la-salle,TX,0.277,0.0,2.032,223443,249.865
lamar,TX,0.66,0.419,1.862,224521,105.498
lamb,TX,0.583,0.342,2.221,88501,199.067
lampasas,TX,0.499,0.269,1.679,148953,165.681
lavaca,TX,0.591,0.099,1.792,88780,64.649
lee,TX,0.59,0.0,1.819,156820,122.507
leon,TX,0.269,0.0,1.61,256421,147.29
liberty,TX,0.427,0.097,1.709,3564803,81.579
limestone,TX,0.481,0.197,1.563,125378,340.522
lipscomb,TX,0.201,0.0,1.694,44253,271.814
live-oak,TX,0.342,0.0,1.858,177173,235.884
llano,TX,0.442,0.508,2.004,227211,101.115
loving,TX,0.043,0.0,3.321,69158,2996.882
lubbock,TX,0.787,0.828,1.566,1448108,44.984
lynn,TX,0.475,0.0,2.106,128137,327.262
madison,TX,0.591,0.0,1.912,53077,106.622
marion,TX,0.278,0.0,1.489,378617,416.523
martin,TX,0.426,0.002,2.071,213782,681.527
mason,TX,0.425,0.0,2.615,35911,849.975
matagorda,TX,0.445,0.247,1.757,293614,244.315
maverick,TX,0.736,0.863,1.594,143339,915.116
mcculloch,TX,0.501,0.424,2.318,134648,372.798
mclennan,TX,0.796,0.644,1.579,1976498,26.732
mcmullen,TX,0.153,0.0,2.94,27327,1589.825
medina,TX,0.641,0.107,1.872,805365,47.476
menard,TX,0.351,0.0,3.176,34449,618.868
midland,TX,0.788,0.825,1.383,696897,219.561
milam,TX,0.618,0.303,1.718,354048,67.626
mills,TX,0.431,0.0,2.567,46937,153.241
mitchell,TX,0.563,0.377,2.053,117382,240.934
montague,TX,0.515,0.156,2.01,203524,103.075
montgomery,TX,0.828,0.697,1.443,25273520,4.994
moore,TX,0.745,0.605,1.761,117777,397.151
morris,TX,0.575,0.0,1.974,278516,253.121
motley,TX,,0.0,1.368,50853,1778.449
nacogdoches,TX,0.57,0.318,2.17,607392,365.167
navarro,TX,0.565,0.263,1.825,614096,70.923
newton,TX,0.385,0.0,2.191,1154642,894.723
nolan,TX,0.63,0.545,2.074,189431,141.506
nueces,TX,0.778,0.905,1.544,2096409,66.416
ochiltree,TX,0.77,0.721,1.937,41435,272.946
oldham,TX,0.0,0.0,3.689,20100,13301.079
orange,TX,0.763,0.589,1.573,420907,152.444
palo-pinto,TX,0.415,0.232,1.939,301758,231.287
panola,TX,0.533,0.212,1.733,404928,470.637
parker,TX,0.747,0.291,1.516,2296967,40.766
parmer,TX,0.639,0.0,1.908,41190,232.844
pecos,TX,0.446,0.388,2.007,527357,1619.716
polk,TX,0.451,0.051,1.913,1160768,510.871
potter,TX,0.756,0.824,1.705,612161,152.042
presidio,TX,0.275,0.0,2.269,284805,2510.944
rains,TX,0.583,0.0,1.82,54691,50.175
randall,TX,0.842,0.756,1.429,609505,111.085
reagan,TX,0.564,0.0,2.978,85995,6927.752
real,TX,0.278,0.0,2.106,34674,650.963
red-river,TX,0.389,0.0,1.757,314631,393.015
reeves,TX,0.364,0.331,1.716,291074,1622.004
refugio,TX,0.417,0.0,3.037,124495,1260.484
roberts,TX,0.0,0.0,2.86,5302,3704.567
robertson,TX,0.543,0.0,1.853,399700,163.082
rockwall,TX,0.803,0.769,1.217,8365148,2.164
runnels,TX,0.601,0.0,2.571,93240,249.172
rusk,TX,0.53,0.221,1.7,292878,466.939
sabine,TX,0.369,0.0,2.143,139238,308.643
san-augustine,TX,0.344,0.0,1.713,264711,772.122
san-jacinto,TX,0.42,0.0,1.695,630884,73.32
san-patricio,TX,0.685,0.644,1.881,553257,129.123
san-saba,TX,0.421,0.0,3.093,138161,518.974
schleicher,TX,0.388,0.0,3.006,59714,3136.171
scurry,TX,0.592,0.553,1.855,190162,144.46
shackelford,TX,0.452,0.0,2.191,33274,639.652
shelby,TX,0.593,0.137,1.84,289833,536.11
sherman,TX,0.513,0.0,2.646,27745,1161.926
smith,TX,0.0,0.527,1.392,140326,39.92
somervell,TX,0.605,0.0,1.625,43937,120.562
starr,TX,0.612,0.527,1.55,258239,136.851
stephens,TX,0.441,0.36,1.986,46688,621.52
sterling,TX,0.582,0.0,5.7,27640,3196.229
stonewall,TX,0.316,0.0,3.128,40341,986.793
sutton,TX,0.516,0.0,2.757,32236,862.244
swisher,TX,0.672,0.0,2.299,118190,153.312
tarrant,TX,0.866,0.97,1.345,167432192,2.449
taylor,TX,0.774,0.723,1.659,1580322,26.374
terrell,TX,0.163,0.0,2.437,48434,3920.773
terry,TX,0.635,0.556,1.777,55798,209.27
throckmorton,TX,0.321,0.0,2.874,128550,374.661
titus,TX,0.747,0.384,1.811,204874,392.398
tom-green,TX,0.806,0.766,1.695,629433,113.8
travis,TX,0.814,0.901,1.308,9981102,23.618
trinity,TX,0.338,0.0,1.842,493634,382.897
tyler,TX,0.416,0.0,2.188,843146,593.828
upshur,TX,0.676,0.145,1.631,158494,103.662
upton,TX,0.46,0.0,3.846,213589,1682.548
uvalde,TX,0.559,0.421,1.963,112913,854.295
val-verde,TX,0.657,0.668,1.773,235243,846.578
van-zandt,TX,0.625,0.0,1.661,261287,114.846
victoria,TX,0.754,0.628,1.559,464140,97.103
walker,TX,0.532,0.244,1.562,411258,422.654
waller,TX,0.674,0.228,1.817,640890,36.762
ward,TX,0.53,0.418,2.12,242926,1350.418
washington,TX,0.64,0.333,1.515,126425,39.802
webb,TX,0.833,0.884,1.52,1392832,305.748
wharton,TX,0.657,0.381,1.877,274176,99.762
wheeler,TX,0.453,0.0,2.396,97980,313.353
wichita,TX,0.771,0.842,1.588,1082635,272.856
wilbarger,TX,0.571,0.557,1.993,137595,2223.103
willacy,TX,0.476,0.363,1.656,840207,109.615
williamson,TX,0.827,0.788,1.349,9728216,13.029
wilson,TX,0.716,0.085,1.384,149351,51.381
winkler,TX,0.675,0.719,2.196,54443,6141.264
wise,TX,0.695,0.064,1.615,1075975,51.86
wood,TX,0.593,0.086,1.694,233503,155.289
yoakum,TX,0.658,0.0,2.204,149441,634.548
young,TX,0.669,0.346,1.769,101618,158.646
zapata,TX,0.465,0.524,1.562,57404,146.84
zavala,TX,0.541,0.487,2.005,182659,746.669
accomack,VA,0.408,0.151,2.255,344904,271.569
albemarle,VA,0.79,0.5,1.366,291859,75.379
alexandria,VA,0.806,1.0,1.323,190832,13.932
alleghany,VA,0.744,0.44,2.584,95166,72.376
amelia,VA,0.681,0.0,1.561,75348,374.774
amherst,VA,0.752,0.331,2.053,276882,347.512
appomattox,VA,0.693,0.0,1.901,234248,763.719
arlington,VA,0.804,1.0,1.191,241910,65.222
augusta,VA,0.802,0.146,1.512,98810,185.424
bath,VA,0.378,0.0,1.78,25004,101.583
bedford,VA,0.748,0.223,1.56,286788,166.394
bland,VA,0.597,0.0,2.205,28836,114.535
botetourt,VA,0.803,0.375,1.47,78454,40.488
bristol,VA,0.74,0.984,2.066,97359,15.308
brunswick,VA,0.467,0.0,2.303,317846,411.19
buchanan,VA,0.521,0.0,2.008,229350,155.236
buckingham,VA,0.567,0.0,1.77,313935,586.036
buena-vista,VA,0.711,0.94,1.442,20457,22.804
campbell,VA,0.721,0.358,1.87,242587,51.104
caroline,VA,0.675,0.0,1.603,125761,65.252
carroll,VA,0.563,0.014,1.989,144628,125.905
charles-city,VA,0.622,0.0,1.629,25549,124.447
charlotte,VA,0.591,0.0,2.643,404118,110.731
charlottesville,VA,0.743,1.0,1.416,83664,23.218
chesapeake,VA,0.885,0.916,1.215,1043227,22.473
chesterfield,VA,0.91,0.899,1.242,1053553,38.325
clarke,VA,0.747,0.0,1.467,36231,1176.743
colonial-heights,VA,0.831,1.0,1.261,44428,7.677
covington,VA,0.0,0.991,1.84,5815,9.891
craig,VA,0.585,0.0,2.548,19480,58.0
culpeper,VA,0.774,0.301,1.392,184476,54.698
cumberland,VA,0.583,0.043,1.869,96187,327.672
danville,VA,0.703,0.955,1.983,299441,10.308
dickenson,VA,0.466,0.0,1.708,178357,275.164
dinwiddie,VA,0.753,0.228,1.795,178775,270.194
emporia,VA,0.728,0.913,3.149,55411,40.347
essex,VA,0.52,0.0,1.78,54632,118.336
fairfax,VA,0.886,0.981,1.189,2718568,33.362
fairfax-city,VA,0.848,1.0,1.126,52975,16.739
falls-church,VA,0.852,1.0,1.095,7855,5.29
fauquier,VA,0.808,0.377,1.382,180652,36.981
floyd,VA,0.652,0.0,1.829,57207,180.692
fluvanna,VA,0.792,0.378,1.382,115283,155.475
franklin,VA,0.651,0.062,1.778,193818,211.452
franklin-city,VA,0.795,0.942,2.046,33565,15.724
frederick,VA,0.808,0.509,1.487,428672,47.348
fredericksburg,VA,0.761,1.0,1.446,110860,96.836
galax,VA,0.778,0.874,1.562,24430,32.214
giles,VA,0.705,0.0,1.962,51851,55.887
gloucester,VA,0.714,0.228,1.574,150873,89.527
goochland,VA,0.752,0.043,1.505,131641,64.021
grayson,VA,0.55,0.001,2.002,57420,63.902
greene,VA,0.735,0.0,1.371,37522,66.525
greensville,VA,0.598,0.102,2.305,128513,373.845
halifax,VA,0.624,0.154,2.317,287278,131.95
hampton,VA,0.841,0.995,1.272,555382,32.382
hanover,VA,0.862,0.603,1.264,314155,68.883
harrisonburg,VA,0.733,0.985,1.512,114345,18.035
henrico,VA,0.879,0.949,1.227,1453943,17.415
henry,VA,0.733,0.304,2.632,281999,40.372
highland,VA,0.374,0.0,1.896,10956,129.52
hopewell,VA,0.767,1.0,1.439,104141,4.905
isle-of-wight,VA,0.831,0.383,1.488,187353,113.183
james-city,VA,0.87,0.841,1.225,203336,23.268
king-and-queen,VA,0.499,0.0,1.868,37933,153.505
king-george,VA,0.788,0.0,1.507,90542,48.598
king-william,VA,0.669,0.0,1.592,97179,66.352
lancaster,VA,0.39,0.0,1.676,111204,70.009
lee,VA,0.243,0.0,2.979,270967,125.099
lexington,VA,0.785,0.998,1.74,16859,14.923
loudoun,VA,0.893,0.86,1.213,984805,62.09
louisa,VA,0.635,0.0,1.675,169075,61.97
lunenburg,VA,0.502,0.0,2.458,368262,572.152
lynchburg,VA,0.768,0.973,1.601,436755,30.012
madison,VA,0.646,0.0,1.638,26301,192.683
manassas,VA,0.0,1.0,1.09,13499,2.525
manassas-park,VA,0.822,1.0,1.115,14313,38.081
martinsville,VA,0.705,0.998,2.155,131808,27.909
mathews,VA,0.409,0.0,1.972,69487,89.033
mecklenburg,VA,0.482,0.082,1.844,198574,152.237
middlesex,VA,0.407,0.0,1.722,78342,41.096
montgomery,VA,0.767,0.593,1.863,355692,29.352
nelson,VA,0.397,0.0,1.554,137793,516.116
new-kent,VA,0.833,0.0,1.996,168650,66.745
newport-news,VA,0.848,0.998,1.197,598251,8.217
norfolk,VA,0.84,1.0,1.312,805342,9.852
northampton,VA,0.352,0.0,2.092,96300,92.266
northumberland,VA,0.231,0.0,1.46,81605,132.227
norton,VA,0.632,0.88,2.856,39196,30.515
nottoway,VA,0.573,0.0,2.115,55467,44.31
orange,VA,0.731,0.429,1.356,111447,124.297
page,VA,0.704,0.159,2.423,156060,18.214
patrick,VA,0.543,0.0,1.974,73805,69.782
petersburg,VA,0.61,0.954,1.451,143221,46.625
pittsylvania,VA,0.709,0.085,2.362,512891,281.869
poquoson,VA,0.903,0.898,1.278,30897,9.075
portsmouth,VA,0.817,1.0,1.24,305611,28.768
powhatan,VA,0.878,0.027,1.28,49618,34.206
prince-edward,VA,0.553,0.173,1.962,98028,387.044
prince-george,VA,0.828,0.23,1.352,99703,209.5
prince-william,VA,0.897,0.938,1.166,2895627,8.64
pulaski,VA,0.745,0.48,1.849,118482,30.154
radford,VA,0.805,0.914,3.209,135959,18.762
rappahannock,VA,0.506,0.0,1.446,16217,77.781
richmond,VA,0.497,0.0,1.805,34876,219.578
richmond-city,VA,0.77,1.0,1.403,753704,19.432
roanoke,VA,0.87,0.775,1.343,204664,48.003
roanoke-city,VA,0.802,1.0,1.595,617078,12.026
rockbridge,VA,0.673,0.05,2.668,253994,46.651
rockingham,VA,0.627,0.363,1.729,171201,46.177
russell,VA,0.549,0.005,2.534,145289,96.812
salem,VA,0.849,1.0,1.297,83315,13.62
scott,VA,0.555,0.013,1.95,130701,36.91
shenandoah,VA,0.659,0.215,1.949,127478,557.905
smyth,VA,0.744,0.184,3.074,170116,50.485
southampton,VA,0.656,0.02,1.962,229344,597.11
spotsylvania,VA,0.782,0.549,1.316,416579,244.048
stafford,VA,0.853,0.772,1.247,634114,28.078
staunton,VA,0.828,0.975,1.31,38889,13.953
suffolk,VA,0.841,0.647,1.361,499791,85.925
surry,VA,0.565,0.0,1.794,42934,260.164
sussex,VA,0.535,0.0,1.933,128265,427.851
tazewell,VA,0.666,0.407,2.068,397235,477.325
virginia-beach,VA,0.879,0.978,1.234,2788406,44.444
warren,VA,0.762,0.288,1.697,155197,46.049
washington,VA,0.658,0.242,1.828,281875,29.083
waynesboro,VA,0.523,0.982,1.227,74473,11.537
westmoreland,VA,0.405,0.17,1.905,90411,26.189
williamsburg,VA,0.754,0.999,1.375,19517,54.087
winchester,VA,0.803,1.0,1.446,61807,9.801
wise,VA,0.722,0.266,2.928,472871,219.547
wythe,VA,0.734,0.208,2.465,139488,84.344
york,VA,0.872,0.916,1.23,170365,996.986
barbour,WV,0.596,0.0,2.184,597189,69.33
berkeley,WV,0.8,0.597,1.343,441131,21.614
boone,WV,0.627,0.0,2.01,195413,337.211
braxton,WV,0.56,0.0,2.195,215900,196.557
brooke,WV,0.835,0.573,1.75,73452,42.422
cabell,WV,0.738,0.72,1.662,436679,22.686
calhoun,WV,0.46,0.0,2.232,192660,161.333
clay,WV,0.473,0.0,2.05,80682,229.066
doddridge,WV,0.525,0.0,2.209,175112,246.948
fayette,WV,0.576,0.303,2.028,468551,492.562
gilmer,WV,0.458,0.0,2.424,401614,208.948
grant,WV,0.619,0.0,2.256,83458,862.826
greenbrier,WV,0.606,0.161,1.846,254920,665.902
hampshire,WV,0.0,0.0,1.615,44502,61.029
hancock,WV,0.841,0.65,1.841,96654,20.715
hardy,WV,0.483,0.0,1.888,221339,23.42
harrison,WV,0.782,0.512,2.244,580020,84.229
jackson,WV,0.717,0.0,1.798,136081,81.547
jefferson,WV,0.795,0.34,1.425,149998,116.135
kanawha,WV,0.751,0.664,1.745,1999634,92.059
lewis,WV,0.658,0.223,2.141,200272,214.544
lincoln,WV,0.593,0.0,1.779,92121,82.638
logan,WV,0.536,0.278,2.14,577551,87.471
marion,WV,0.788,0.52,1.818,350196,68.311
marshall,WV,0.817,0.461,1.99,335545,91.825
mason,WV,0.652,0.305,1.861,117275,41.092
mcdowell,WV,0.409,0.0,2.844,812058,173.5
mercer,WV,0.604,0.501,1.938,555205,111.322
mineral,WV,0.762,0.252,1.738,132920,96.718
mingo,WV,0.518,0.0,2.391,254349,485.101
monongalia,WV,0.778,0.608,1.906,455047,62.494
monroe,WV,0.495,0.0,1.865,149561,25.574
morgan,WV,0.606,0.0,1.5,258806,159.0
nicholas,WV,0.629,0.0,2.01,254216,489.932
ohio,WV,0.864,0.68,1.76,179271,18.049
pendleton,WV,0.442,0.0,2.14,47788,2921.93
pleasants,WV,0.645,0.0,2.277,364346,17.989
pocahontas,WV,0.36,0.0,2.149,111112,1171.073
preston,WV,0.559,0.0,1.944,288682,497.004
putnam,WV,0.796,0.602,1.639,313591,28.142
raleigh,WV,0.616,0.526,2.173,709594,227.93
randolph,WV,0.651,0.271,2.105,275051,674.82
ritchie,WV,0.491,0.0,2.505,451994,38.309
roane,WV,0.626,0.0,2.104,139518,161.213
summers,WV,0.435,0.0,1.812,92553,62.229
taylor,WV,0.743,0.286,1.973,96510,62.168
tucker,WV,0.434,0.0,1.798,94463,687.703
tyler,WV,0.588,0.0,1.97,65496,138.924
upshur,WV,0.602,0.23,1.837,381827,265.425
wayne,WV,0.695,0.38,1.898,265871,105.651
webster,WV,0.494,0.0,2.248,192483,680.437
wetzel,WV,0.602,0.248,2.155,198606,261.64
wirt,WV,0.278,0.0,1.64,113657,292.665
wood,WV,0.794,0.663,1.905,358781,68.461
wyoming,WV,0.504,0.0,2.905,426832,307.046
