county,state2,avg_zip_match_by_county,avg_in_urban_by_county,avg_parcels_prop_by_county,prop_count,avg_area_acres
rapides,LA,0.623,0.528,1.326,78006,5683.583
red-river,LA,0.539,0.0,1.778,10588,143.955
richland,LA,0.608,0.0,1.601,19013,116.913
sabine,LA,0.42,0.0,1.664,33513,478.478
st-bernard,LA,0.69,0.861,1.206,22731,324.74
st-charles,LA,0.775,0.744,1.82,39244,274.845
st-helena,LA,0.0,0.0,2.5,55,13496.736
st-james,LA,0.756,0.454,1.152,10388,53.762
st-john-the-baptist,LA,0.0,0.699,1.252,27131,20.445
st-landry,LA,0.475,0.308,1.256,61379,54.579
st-martin,LA,0.735,0.376,1.342,38774,204.34
st-mary,LA,0.669,0.696,2.13,44488,575.582
st-tammany,LA,0.732,0.714,1.116,130594,10.477
tangipahoa,LA,0.691,0.46,1.347,74491,83.165
tensas,LA,0.359,0.0,1.601,8198,610.76
terrebonne,LA,0.717,0.711,1.282,55143,474.01
union,LA,0.498,0.0,1.955,27811,1014.941
vermilion,LA,0.445,0.282,1.264,44039,554.57
vernon,LA,0.641,0.249,1.377,26401,3864.337
washington,LA,0.683,0.252,1.361,33658,176.993
webster,LA,0.618,0.412,2.467,55853,418.312
west-baton-rouge,LA,0.0,0.687,1.105,13027,24.292
west-carroll,LA,0.665,0.0,1.248,7302,76.4
west-feliciana,LA,0.643,0.0,1.196,6399,114.675
winn,LA,0.0,0.003,1.098,5309,1124.535
adams,MS,0.729,0.599,1.241,18378,74.357
alcorn,MS,0.767,0.294,1.38,22471,41.601
amite,MS,0.515,0.0,1.642,16705,542.63
attala,MS,0.634,0.245,1.508,16922,121.442
benton,MS,0.511,0.0,1.54,9206,214.473
bolivar,MS,0.644,0.319,1.505,24338,257.22
calhoun,MS,0.64,0.0,1.669,14057,631.893
carroll,MS,0.549,0.0,1.549,10760,166.477
chickasaw,MS,0.695,0.0,1.509,13671,167.432
choctaw,MS,0.565,0.0,1.579,9441,201.029
claiborne,MS,0.555,0.0,1.658,8419,536.417
clarke,MS,0.585,0.0,1.481,16646,337.119
clay,MS,0.689,0.321,1.283,13617,146.818
coahoma,MS,0.638,0.554,1.519,15973,285.427
copiah,MS,0.688,0.136,1.502,22347,149.26
covington,MS,0.646,0.0,1.518,17102,63.503
desoto,MS,0.799,0.725,1.176,83389,42.698
forrest,MS,0.719,0.554,1.413,42427,728.397
franklin,MS,0.508,0.0,1.559,9565,1396.496
george,MS,0.763,0.0,1.44,19038,198.569
greene,MS,0.598,0.0,1.536,13569,744.331
grenada,MS,0.682,0.366,1.472,16198,686.73
hancock,MS,0.479,0.617,1.46,52474,96.922
harrison,MS,0.676,0.757,1.306,108079,199.342
hinds,MS,0.0,0.748,1.329,127275,34.799
holmes,MS,0.554,0.0,1.491,16001,208.029
humphreys,MS,0.627,0.0,1.627,8262,291.768
issaquena,MS,0.335,0.0,2.087,2844,1219.879
itawamba,MS,0.727,0.0,1.347,16742,126.927
jackson,MS,0.707,0.659,1.305,85547,145.859
jasper,MS,0.498,0.0,1.522,19288,138.982
jefferson,MS,0.549,0.0,1.703,8406,767.035
jefferson-davis,MS,0.525,0.0,1.528,14713,89.705
jones,MS,0.686,0.298,1.392,41556,248.105
kemper,MS,0.473,0.0,1.58,11681,1007.294
lafayette,MS,0.669,0.485,1.327,32276,869.398
lamar,MS,0.635,0.345,1.374,34569,123.584
lauderdale,MS,0.618,0.409,1.434,46867,61.347
lawrence,MS,0.612,0.0,1.556,13057,283.857
leake,MS,0.603,0.0,1.476,17015,208.286
lee,MS,0.727,0.426,1.216,43469,19.633
leflore,MS,0.752,0.597,1.509,16972,231.207
lincoln,MS,0.687,0.244,1.442,25911,55.504
lowndes,MS,0.666,0.399,1.29,31881,90.233
madison,MS,0.759,0.622,1.243,60169,72.374
marion,MS,0.674,0.204,1.454,20590,160.064
marshall,MS,0.662,0.102,1.385,26571,107.331
monroe,MS,0.678,0.147,1.424,28373,285.385
montgomery,MS,0.622,0.0,1.617,10765,119.114
neshoba,MS,0.733,0.215,1.472,20229,88.146
newton,MS,0.634,0.0,1.483,17756,77.93
noxubee,MS,0.562,0.0,1.586,10278,833.722
oktibbeha,MS,0.68,0.431,1.342,24925,96.557
panola,MS,0.647,0.143,1.451,24721,435.775
pearl-river,MS,0.616,0.234,1.51,50186,330.153
perry,MS,0.62,0.0,1.554,11565,7116.789
pike,MS,0.544,0.293,1.338,29977,25.97
pontotoc,MS,0.743,0.0,1.367,20192,57.277
prentiss,MS,0.755,0.179,1.321,18378,40.549
quitman,MS,0.518,0.0,1.78,8274,293.448
rankin,MS,0.732,0.565,1.236,81450,55.997
scott,MS,0.674,0.0,1.578,21561,663.466
sharkey,MS,0.507,0.0,1.78,4711,1836.943
simpson,MS,0.646,0.0,1.564,21532,151.29
smith,MS,0.625,0.0,1.806,17166,765.665
stone,MS,0.672,0.0,1.494,13966,1485.887
sunflower,MS,0.685,0.336,1.558,16521,444.535
tallahatchie,MS,0.484,0.0,1.674,11459,345.754
tate,MS,0.749,0.149,1.38,17329,260.927
tippah,MS,0.727,0.0,1.45,17400,62.048
tishomingo,MS,0.631,0.0,1.328,17145,232.684
tunica,MS,0.565,0.0,1.694,6440,517.494
union,MS,0.725,0.201,1.433,20142,52.124
walthall,MS,0.618,0.0,1.561,14887,63.229
warren,MS,0.694,0.506,1.324,26799,196.365
washington,MS,0.562,0.547,1.338,32686,107.152
wayne,MS,0.662,0.0,1.416,17254,1465.259
webster,MS,0.599,0.0,1.468,10369,216.995
wilkinson,MS,0.503,0.0,1.704,10687,505.747
winston,MS,0.683,0.0,1.453,16581,385.599
yalobusha,MS,0.561,0.0,1.473,13511,953.983
yazoo,MS,0.617,0.346,1.602,20149,563.83
alamance,NC,0.752,0.656,1.209,76969,10.66
alexander,NC,0.789,0.114,1.469,25180,17.74
alleghany,NC,0.433,0.0,1.384,14614,106.716
anson,NC,0.587,0.185,1.428,18928,66.711
ashe,NC,0.425,0.0,1.553,38757,33.391
avery,NC,0.361,0.0,1.45,24247,41.553
beaufort,NC,0.621,0.23,1.548,46242,2158.58
bertie,NC,0.539,0.0,1.458,18722,103.144
bladen,NC,0.559,0.0,1.54,33574,84.162
brunswick,NC,0.571,0.628,1.307,156400,49.374
buncombe,NC,0.727,0.719,1.251,133616,15.463
burke,NC,0.695,0.46,1.456,58905,96.0
cabarrus,NC,0.778,0.789,1.26,102741,10.93
caldwell,NC,0.751,0.492,1.381,52580,48.103
camden,NC,0.669,0.038,1.316,7672,111.202
carteret,NC,0.511,0.708,1.22,62890,57.508
caswell,NC,0.621,0.002,1.371,16976,41.987
catawba,NC,0.755,0.583,1.352,89892,16.414
chatham,NC,0.73,0.289,1.284,47888,105.244
cherokee,NC,0.528,0.0,1.411,35059,36.272
chowan,NC,0.646,0.217,1.467,12765,29.857
clay,NC,0.477,0.0,1.579,16910,96.604
cleveland,NC,0.686,0.355,1.417,60209,22.983
columbus,NC,0.605,0.079,1.739,55555,63.157
craven,NC,0.727,0.556,1.308,60052,439.525
cumberland,NC,0.73,0.798,1.217,138677,14.221
currituck,NC,0.471,0.22,1.253,27481,39.66
dare,NC,0.403,0.727,1.169,40372,89.749
davidson,NC,0.748,0.469,1.299,95333,14.263
davie,NC,0.829,0.283,1.299,25672,18.061
duplin,NC,0.625,0.0,1.557,42935,67.981
durham,NC,0.759,0.915,1.228,129064,193.754
edgecombe,NC,0.647,0.478,1.387,31494,47.756
forsyth,NC,0.769,0.89,1.203,165255,8.178
franklin,NC,0.7,0.242,1.323,47381,29.818
gaston,NC,0.74,0.77,1.272,112485,12.033
gates,NC,0.624,0.0,1.298,7917,162.014
graham,NC,0.048,0.0,1.386,9363,29.303
granville,NC,0.761,0.261,1.356,34164,34.806
greene,NC,0.661,0.0,1.455,12520,52.758
guilford,NC,0.75,0.808,1.188,219805,20.503
halifax,NC,0.608,0.301,1.388,39344,44.249
harnett,NC,0.723,0.288,1.386,77697,180.575
haywood,NC,0.613,0.447,1.388,50036,36.47
henderson,NC,0.699,0.583,1.358,74128,315.342
hertford,NC,0.615,0.166,1.401,16103,56.795
hoke,NC,0.79,0.511,1.296,28325,23.797
hyde,NC,0.393,0.0,1.366,7698,177.53
iredell,NC,0.759,0.619,1.336,106684,13.054
jackson,NC,0.37,0.121,1.423,41054,64.883
johnston,NC,0.782,0.41,1.293,120816,17.46
jones,NC,0.598,0.0,1.448,9343,297.62
lee,NC,0.492,0.531,1.336,33393,21.379
lenoir,NC,0.622,0.351,1.425,36123,47.482
lincoln,NC,0.789,0.218,1.369,55805,18.827
macon,NC,0.5,0.14,1.43,44588,17.941
madison,NC,0.542,0.0,1.428,21444,67.057
martin,NC,0.661,0.193,1.339,17279,78.142
mcdowell,NC,0.661,0.2,1.382,32943,89.618
mecklenburg,NC,0.774,0.983,1.164,415176,23.364
mitchell,NC,0.583,0.0,1.613,17595,96.236
montgomery,NC,0.476,0.0,1.508,30234,195.62
moore,NC,0.673,0.444,1.356,75006,44.188
nash,NC,0.688,0.426,1.315,53715,23.483
new-hanover,NC,0.673,0.962,1.179,111130,10.814
northampton,NC,0.455,0.068,1.435,20492,53.677
onslow,NC,0.7,0.545,1.223,93396,104.35
orange,NC,0.758,0.585,1.228,58412,37.797
pamlico,NC,0.448,0.0,1.498,17887,153.572
pasquotank,NC,0.788,0.478,1.264,22359,25.486
pender,NC,0.627,0.417,1.343,53300,51.826
perquimans,NC,0.561,0.0,1.435,14842,72.055
person,NC,0.69,0.184,1.425,27801,71.485
pitt,NC,0.702,0.646,1.312,79760,32.089
polk,NC,0.571,0.079,1.335,17242,37.135
randolph,NC,0.757,0.342,1.335,79902,40.656
richmond,NC,0.645,0.472,1.43,32488,43.385
robeson,NC,0.641,0.181,1.427,79482,25.146
rockingham,NC,0.746,0.364,1.309,55762,18.701
rowan,NC,0.721,0.522,1.332,81295,19.708
rutherford,NC,0.574,0.231,1.491,57353,46.494
sampson,NC,0.652,0.117,1.541,50266,54.218
scotland,NC,0.63,0.41,1.398,21848,40.19
stanly,NC,0.708,0.251,1.383,42584,28.764
stokes,NC,0.746,0.153,1.394,31405,31.959
surry,NC,0.787,0.229,1.365,44103,18.865
swain,NC,0.454,0.0,1.366,12646,90.189
transylvania,NC,0.522,0.269,1.507,31912,806.229
tyrrell,NC,0.537,0.0,1.454,4330,315.305
union,NC,0.812,0.665,1.226,112279,15.282
vance,NC,0.585,0.372,1.388,26412,19.993
wake,NC,0.823,0.901,1.149,421278,11.005
warren,NC,0.404,0.0,1.367,23273,41.362
washington,NC,0.486,0.0,1.365,12562,129.404
watauga,NC,0.426,0.218,1.458,47214,25.568
wayne,NC,0.727,0.399,1.443,69752,32.235
wilkes,NC,0.636,0.223,1.474,52245,45.398
wilson,NC,0.668,0.526,1.311,42570,25.913
yadkin,NC,0.755,0.0,1.507,28061,23.193
yancey,NC,0.579,0.0,1.287,17148,46.217
adair,OK,0.629,0.0,1.669,16880,330.607
alfalfa,OK,0.506,0.0,1.517,7987,492.874
atoka,OK,0.596,0.0,1.571,13617,700.558
beaver,OK,0.519,0.0,1.865,10306,1122.917
beckham,OK,0.659,0.409,1.444,16192,198.871
blaine,OK,0.569,0.0,1.595,11698,231.499
bryan,OK,0.635,0.283,1.512,32901,493.034
caddo,OK,0.598,0.133,1.458,22715,102.346
canadian,OK,0.8,0.737,1.235,80341,34.152
carter,OK,0.684,0.387,1.322,31604,162.808
cherokee,OK,0.575,0.212,1.558,32895,251.631
choctaw,OK,0.609,0.253,1.468,13932,452.664
cimarron,OK,0.511,0.0,2.07,7074,14264.181
cleveland,OK,,0.8,1.157,117134,35.012
coal,OK,0.57,0.0,2.22,8912,274.198
comanche,OK,0.651,0.664,1.255,56619,354.889
cotton,OK,0.584,0.0,1.566,7522,168.06
craig,OK,0.697,0.315,1.496,11340,405.346
creek,OK,0.694,0.324,1.355,45006,90.36
custer,OK,0.731,0.523,1.443,18764,203.211
delaware,OK,0.448,0.142,2.126,64010,493.291
dewey,OK,0.529,0.0,1.652,7447,404.356
ellis,OK,0.524,0.0,1.897,7913,1079.637
garfield,OK,0.693,0.684,1.243,34959,52.666
garvin,OK,0.687,0.158,1.458,19319,114.932
grady,OK,0.746,0.239,1.339,33936,87.521
grant,OK,0.462,0.0,1.598,8638,234.782
greer,OK,0.611,0.0,1.558,6662,324.743
harmon,OK,0.583,0.0,1.735,4460,321.147
harper,OK,0.586,0.0,1.956,6720,731.728
haskell,OK,0.587,0.0,1.55,12442,826.599
hughes,OK,0.559,0.238,1.464,12453,202.388
jackson,OK,0.726,0.58,1.484,19428,109.632
jefferson,OK,0.599,0.0,1.776,7800,1036.237
johnston,OK,0.541,0.0,1.739,11289,2138.483
kay,OK,0.713,0.606,1.391,30130,579.304
kingfisher,OK,0.673,0.0,1.405,13233,117.332
kiowa,OK,0.592,0.0,1.745,12787,322.633
latimer,OK,0.462,0.0,1.488,11724,574.768
le-flore,OK,0.626,0.145,1.518,39758,4478.993
lincoln,OK,0.648,0.0,1.41,26372,73.252
logan,OK,0.715,0.294,1.354,32781,42.092
love,OK,0.497,0.0,1.676,12128,200.921
major,OK,0.586,0.0,1.48,8686,285.978
marshall,OK,0.547,0.0,1.512,17060,1866.622
mayes,OK,0.641,0.177,1.411,28195,100.805
mcclain,OK,0.754,0.104,1.343,26313,54.15
mccurtain,OK,0.556,0.115,1.583,35175,7472.537
mcintosh,OK,0.452,0.0,1.532,27527,2293.484
murray,OK,0.633,0.262,1.766,13936,360.003
muskogee,OK,0.657,0.481,1.509,49330,184.736
noble,OK,0.645,0.313,1.425,10267,198.978
nowata,OK,0.686,0.061,1.595,9702,626.236
okfuskee,OK,0.531,0.0,1.371,10921,141.308
oklahoma,OK,0.695,0.894,1.179,331792,11.881
okmulgee,OK,0.68,0.424,1.382,26957,86.685
osage,OK,0.687,0.182,1.68,41721,1296.979
ottawa,OK,0.696,0.439,1.513,21327,79.139
pawnee,OK,0.64,0.0,1.556,14712,147.025
payne,OK,0.707,0.552,1.259,34338,45.58
pittsburg,OK,0.519,0.278,1.479,43944,1377.214
pontotoc,OK,0.729,0.366,1.33,25251,76.303
pottawatomie,OK,0.671,0.403,1.325,39814,39.0
pushmataha,OK,0.418,0.0,1.512,16322,2612.067
roger-mills,OK,0.494,0.0,1.932,6797,728.376
rogers,OK,0.802,0.398,1.28,48610,134.502
seminole,OK,0.581,0.197,1.47,20403,85.34
sequoyah,OK,0.655,0.13,1.496,30817,69.606
stephens,OK,0.72,0.419,1.299,28493,109.774
texas,OK,0.649,0.321,1.602,17011,792.626
tillman,OK,0.583,0.0,1.552,10519,222.535
tulsa,OK,0.711,0.923,1.197,280525,38.593
wagoner,OK,0.754,0.515,1.368,51235,335.993
washington,OK,0.764,0.702,1.258,28618,110.875
washita,OK,0.574,0.0,1.497,12120,147.55
woods,OK,0.646,0.358,1.695,11460,443.177
woodward,OK,0.684,0.457,1.614,16901,308.161
abbeville,SC,0.654,0.175,1.221,16463,40.384
aiken,SC,0.711,0.557,1.225,100351,22.351
allendale,SC,0.542,0.0,2.02,11154,587.543
anderson,SC,0.738,0.538,1.252,117236,9.941
bamberg,SC,0.595,0.0,1.345,11772,62.781
barnwell,SC,0.681,0.0,1.431,16267,69.855
beaufort,SC,0.676,0.704,1.22,110073,84.853
berkeley,SC,0.795,0.64,1.221,116957,36.232
calhoun,SC,0.639,0.0,1.339,13639,260.282
charleston,SC,0.716,0.845,1.182,195508,42.475
cherokee,SC,0.687,0.29,1.324,31769,27.969
chester,SC,0.681,0.224,1.23,22357,40.108
chesterfield,SC,0.687,0.143,1.358,32562,53.235
clarendon,SC,0.605,0.097,1.329,28698,44.704
colleton,SC,0.6,0.177,1.366,34275,93.752
darlington,SC,0.713,0.392,1.347,41475,34.399
dillon,SC,0.658,0.231,1.362,20505,40.213
dorchester,SC,0.788,0.745,1.182,74466,84.341
edgefield,SC,0.682,0.098,1.362,18999,59.371
fairfield,SC,0.595,0.139,1.24,17898,57.29
florence,SC,0.21,0.538,1.457,82881,27.649
georgetown,SC,0.666,0.562,1.312,47307,87.096
greenville,SC,0.795,0.841,1.178,234946,8.686
greenwood,SC,0.698,0.508,1.261,38414,37.726
hampton,SC,0.562,0.0,1.346,15587,79.348
horry,SC,0.573,0.792,1.22,277599,15.182
jasper,SC,0.617,0.098,1.366,24907,217.824
kershaw,SC,0.741,0.389,1.213,42902,31.826
lancaster,SC,0.812,0.572,1.216,53602,36.817
laurens,SC,0.712,0.289,1.264,42508,97.49
lee,SC,0.0,0.0,1.336,13160,59.891
lexington,SC,0.811,0.709,1.157,143062,8.433
marion,SC,0.637,0.33,1.309,23416,57.505
marlboro,SC,0.655,0.325,1.325,19531,78.448
mccormick,SC,0.462,0.0,1.407,11976,90.052
newberry,SC,0.7,0.221,1.348,28063,36.255
oconee,SC,0.619,0.278,1.302,61689,64.873
orangeburg,SC,0.586,0.242,1.313,61901,41.45
pickens,SC,0.746,0.504,1.262,64414,24.243
richland,SC,0.636,0.866,1.185,172438,16.374
saluda,SC,0.661,0.013,1.313,15279,66.717
spartanburg,SC,0.745,0.65,1.222,166862,10.138
sumter,SC,0.652,0.574,1.267,60614,47.628
union,SC,0.719,0.303,1.295,18713,89.978
williamsburg,SC,0.602,0.128,1.401,29089,83.647
york,SC,0.832,0.728,1.196,131094,21.069
anderson,TN,0.787,0.579,1.156,36120,45.782
bedford,TN,0.755,0.349,1.168,23378,24.735
benton,TN,0.595,0.0,1.348,16417,30.79
bledsoe,TN,0.622,0.0,1.288,11085,53.397
blount,TN,0.735,0.533,1.184,66384,14.77
bradley,TN,0.669,0.623,1.216,52756,17.566
campbell,TN,0.651,0.391,1.286,27553,50.629
cannon,TN,0.735,0.0,1.187,8304,33.205
carroll,TN,0.704,0.126,1.283,19662,56.835
carter,TN,0.779,0.489,1.242,31923,10.524
cheatham,TN,0.81,0.0,1.196,21502,18.54
chester,TN,0.0,0.228,1.162,10123,29.714
claiborne,TN,0.619,0.211,1.342,22321,36.581
clay,TN,0.602,0.0,1.231,7036,38.167
cocke,TN,0.629,0.206,1.267,25052,25.908
coffee,TN,0.705,0.456,1.24,31736,20.294
crockett,TN,0.656,0.0,1.296,10073,53.617
cumberland,TN,0.49,0.437,1.378,65499,123.241
davidson,TN,0.751,0.949,1.177,280229,7.542
decatur,TN,0.527,0.0,1.481,13992,39.896
dekalb,TN,0.566,0.137,1.35,18131,38.813
dickson,TN,0.77,0.249,1.159,27657,18.511
dyer,TN,0.733,0.386,1.275,21503,52.898
fayette,TN,0.73,0.232,1.176,25955,39.872
fentress,TN,0.644,0.0,1.318,16056,68.695
franklin,TN,0.691,0.298,1.209,26267,66.702
gibson,TN,0.738,0.264,1.243,30555,31.32
giles,TN,0.724,0.193,1.227,18536,42.265
grainger,TN,0.657,0.139,1.217,15391,25.371
greene,TN,0.65,0.256,1.293,42608,188.528
grundy,TN,0.573,0.0,1.296,11760,107.775
hamblen,TN,0.695,0.714,1.189,30497,6.896
hamilton,TN,0.768,0.841,1.194,165825,20.015
hancock,TN,0.597,0.0,1.266,6036,39.404
hardeman,TN,0.59,0.158,1.409,20173,137.724
hardin,TN,0.593,0.204,1.457,28190,35.369
hawkins,TN,0.743,0.295,1.3,36203,25.622
haywood,TN,0.691,0.382,1.236,11380,78.033
henderson,TN,0.718,0.186,1.267,17877,42.255
henry,TN,0.666,0.242,1.376,25793,33.52
hickman,TN,0.593,0.0,1.399,18963,98.36
houston,TN,0.621,0.0,1.24,6363,37.187
humphreys,TN,0.627,0.0,1.201,13400,83.205
jackson,TN,0.648,0.0,1.221,8886,32.518
jefferson,TN,0.695,0.156,1.313,34297,14.961
johnson,TN,0.642,0.0,1.252,14123,46.793
knox,TN,0.794,0.883,1.16,205744,3.975
lake,TN,0.567,0.0,1.277,3891,157.761
lauderdale,TN,0.656,0.214,1.282,13728,74.859
lawrence,TN,0.774,0.22,1.235,25211,40.319
lewis,TN,0.729,0.0,1.212,8388,47.798
lincoln,TN,0.757,0.254,1.206,19706,31.414
loudon,TN,0.0,0.584,1.0,35936,4.392
macon,TN,0.789,0.192,1.227,13858,33.582
madison,TN,0.702,0.641,1.2,48866,17.457
marion,TN,0.613,0.061,1.247,21661,85.176
marshall,TN,0.785,0.284,1.186,18506,25.844
maury,TN,0.808,0.549,1.176,49653,19.304
mcminn,TN,0.724,0.348,1.288,31051,27.892
mcnairy,TN,0.707,0.0,1.336,18926,41.319
meigs,TN,0.606,0.0,1.272,9291,25.323
monroe,TN,0.671,0.209,1.228,29389,15.78
montgomery,TN,0.816,0.753,1.256,96419,177.955
moore,TN,0.662,0.0,1.203,4195,30.592
morgan,TN,0.649,0.0,1.311,14055,243.951
obion,TN,0.727,0.31,1.317,19877,74.066
overton,TN,0.679,0.0,1.24,15269,39.512
perry,TN,0.527,0.0,1.328,9346,73.54
pickett,TN,0.552,0.0,1.297,5830,62.557
polk,TN,0.594,0.0,1.281,12970,509.76
putnam,TN,0.694,0.503,1.226,37810,14.969
rhea,TN,0.736,0.215,1.374,21188,26.891
roane,TN,0.727,0.396,1.267,35455,27.506
robertson,TN,0.764,0.385,1.192,36929,21.914
rutherford,TN,0.762,0.75,1.132,126433,11.628
scott,TN,0.659,0.0,1.343,15030,774.737
sequatchie,TN,0.658,0.0,1.345,12224,50.204
sevier,TN,0.501,0.3,1.297,69959,11.476
shelby,TN,0.689,0.953,1.144,351731,14.116
smith,TN,0.691,0.0,1.227,11813,31.542
stewart,TN,0.568,0.0,1.37,11932,116.064
sullivan,TN,0.801,0.7,1.23,78455,8.698
sumner,TN,0.739,0.681,1.15,82983,11.419
tipton,TN,0.0,0.28,1.149,29792,20.9
trousdale,TN,0.713,0.0,1.198,5352,22.427
unicoi,TN,0.783,0.42,1.241,10275,104.515
union,TN,0.627,0.0,1.279,14631,55.738
van-buren,TN,0.519,0.0,1.329,7087,303.275
warren,TN,0.772,0.311,1.25,23349,53.632
washington,TN,0.779,0.671,1.204,60101,8.631
wayne,TN,0.641,0.0,1.383,12870,131.786
weakley,TN,0.75,0.205,1.283,20060,55.183
white,TN,0.764,0.181,1.265,17554,72.803
williamson,TN,0.861,0.757,1.135,100311,13.452
wilson,TN,0.837,0.571,1.132,65512,14.852
anderson,TX,0.559,0.328,1.909,45113,418.082
andrews,TX,0.862,0.751,1.432,10313,9785.076
angelina,TX,0.665,0.41,1.668,60250,473.702
aransas,TX,0.392,0.731,1.28,25582,151.224
archer,TX,0.591,0.079,1.617,9459,2779.157
armstrong,TX,0.567,0.0,2.604,4247,12434.65
atascosa,TX,0.606,0.22,1.447,33875,252.901
austin,TX,0.645,0.135,1.364,21660,63.693
bailey,TX,0.66,0.517,1.601,5879,749.15
bandera,TX,0.433,0.0,1.636,33185,194.268
bastrop,TX,0.666,0.269,1.349,61103,82.332
baylor,TX,0.536,0.0,1.803,6320,35580.205
bee,TX,0.541,0.404,1.856,23454,217.786
bell,TX,0.712,0.779,1.258,160400,38.679
bexar,TX,0.783,0.925,1.133,684239,13.387
blanco,TX,0.476,0.0,1.403,13886,207.439
borden,TX,0.151,0.0,2.065,3408,5339.974
bosque,TX,0.591,0.0,1.715,19873,312.383
bowie,TX,0.674,0.554,1.382,53190,235.865
brazoria,TX,0.629,0.627,1.177,193415,118.133
brazos,TX,0.677,0.77,1.198,73798,21.213
brewster,TX,0.199,0.176,1.261,20091,1402.222
briscoe,TX,0.43,0.0,1.957,4081,7229.134
brooks,TX,0.529,0.49,1.257,5676,830.758
brown,TX,0.579,0.371,1.361,31196,68.86
burleson,TX,0.461,0.0,1.715,26697,48.338
burnet,TX,0.548,0.244,1.428,49527,69.017
caldwell,TX,0.661,0.397,1.316,24166,49.12
calhoun,TX,0.487,0.281,1.468,22229,730.148
callahan,TX,0.567,0.0,1.483,11592,312.148
cameron,TX,0.691,0.729,1.305,184743,49.676
camp,TX,0.615,0.0,1.513,11532,116.931
carson,TX,0.694,0.0,1.502,6057,3859.401
cass,TX,0.495,0.126,1.509,34314,79.24
castro,TX,0.648,0.0,1.623,6450,721.29
chambers,TX,0.678,0.357,1.497,36664,412.666
cherokee,TX,0.591,0.216,1.553,46067,178.924
childress,TX,0.682,0.591,1.59,6102,1124.63
clay,TX,0.614,0.0,1.996,14489,7998.126
cochran,TX,0.4,0.0,1.479,5665,813.584
coke,TX,0.376,0.0,1.921,7463,1002.753
coleman,TX,0.426,0.301,1.465,12288,429.298
collin,TX,0.816,0.843,1.156,408500,104.126
collingsworth,TX,0.478,0.0,1.595,5856,959.061
colorado,TX,0.488,0.0,1.378,22630,95.166
comal,TX,0.721,0.399,1.261,102309,33.533
comanche,TX,0.586,0.0,1.735,16906,253.947
concho,TX,0.353,0.0,2.694,7886,2216.585
cooke,TX,0.679,0.282,1.61,32629,302.039
coryell,TX,0.725,0.627,1.28,31006,79.159
cottle,TX,0.434,0.0,2.103,4050,12233.531
crane,TX,0.428,0.0,1.867,7757,8144.401
crockett,TX,0.507,0.0,3.091,9149,25287.072
crosby,TX,0.527,0.0,1.586,6780,1509.311
culberson,TX,0.363,0.0,2.277,13200,40516.592
dallam,TX,0.698,0.581,1.726,6173,2722.4
dallas,TX,0.769,0.987,1.18,838021,61.817
dawson,TX,0.665,0.611,1.324,9644,403.53
deaf-smith,TX,0.805,0.684,1.373,10575,1012.535
delta,TX,0.492,0.0,1.518,6403,334.657
denton,TX,0.824,0.838,1.19,359597,39.478
dewitt,TX,0.613,0.32,1.645,20696,160.659
dickens,TX,0.393,0.0,1.885,5171,8492.333
dimmit,TX,0.299,0.213,1.213,15444,2791.732
donley,TX,0.237,0.0,2.497,11367,2715.558
duval,TX,0.375,0.0,1.491,13937,3678.426
eastland,TX,0.564,0.0,1.709,22074,431.08
ector,TX,0.73,0.864,1.312,75869,294.167
edwards,TX,0.17,0.0,1.989,9399,1994.224
el-paso,TX,0.683,0.768,1.248,399981,110.273
ellis,TX,0.791,0.621,1.253,95332,31.453
erath,TX,0.685,0.318,1.405,24337,204.667
falls,TX,0.518,0.283,1.502,18447,123.139
fannin,TX,0.55,0.16,1.443,29634,327.824
fayette,TX,0.56,0.12,1.282,22529,54.168
fisher,TX,0.473,0.0,1.83,7633,647.894
floyd,TX,0.241,0.0,1.269,13189,298.173
foard,TX,0.388,0.0,2.468,5761,10974.195
fort-bend,TX,0.826,0.909,1.252,354275,287.726
franklin,TX,0.445,0.0,1.781,16403,115.648
freestone,TX,0.487,0.0,1.683,26447,366.079
frio,TX,0.553,0.331,1.691,13183,5523.648
gaines,TX,0.778,0.258,1.508,16352,664.411
galveston,TX,0.666,0.873,1.263,186370,43.95
garza,TX,0.522,0.0,1.981,6235,2967.892
gillespie,TX,0.646,0.333,1.728,30980,109.91
glasscock,TX,0.281,0.0,2.003,2971,13693.93
goliad,TX,0.439,0.0,1.572,9963,301.158
gonzales,TX,0.554,0.207,1.629,20212,176.647
gray,TX,0.646,0.75,1.309,16214,383.909
grayson,TX,0.652,0.416,1.329,83687,233.472
gregg,TX,0.67,0.822,1.625,75918,25.238
grimes,TX,0.549,0.185,1.494,26957,110.569
guadalupe,TX,0.764,0.673,1.272,92060,24.383
hale,TX,0.734,0.56,1.32,18612,104.316
hall,TX,0.476,0.0,1.842,6480,3060.341
hamilton,TX,0.493,0.0,1.863,13757,371.394
hansford,TX,0.693,0.0,1.451,4786,838.787
hardeman,TX,0.517,0.0,1.916,7404,1641.836
hardin,TX,0.624,0.367,1.381,41107,463.187
harris,TX,0.78,0.968,1.172,1505370,35.479
harrison,TX,0.586,0.366,1.452,50689,86.342
hartley,TX,0.713,0.453,2.315,5527,11131.385
haskell,TX,0.457,0.0,1.593,9335,585.87
hays,TX,0.723,0.52,1.29,113101,114.929
hemphill,TX,0.555,0.0,1.998,5520,2795.596
